Concept;Feature;BR_Label
bow_(weapon);is_curved;visual-form_and_surface
bow_(weapon);is_dangerous;encyclopaedic
bow_(weapon);is_long;visual-form_and_surface
bow_(weapon);used_long_ago;encyclopaedic
bow_(weapon);made_of_plastic;visual-form_and_surface
bow_(weapon);used_for_archery;function
bow_(weapon);used_for_sports;function
bowl;is_round;visual-form_and_surface
bowl;used_for_eating;function
bowl;used_for_food;function
bowl;used_for_soup;function
bowl;used_for_eating_cereal;function
bowl;used_for_liquids;function
bowl;made_of_plastic;visual-form_and_surface
bowl;found_in_kitchens;encyclopaedic
bowl;is_curved;visual-form_and_surface
bowl;used_for_holding_things;function
bowl;used_for_mixing;function
bowl;different_colours;visual-colour
bowl;made_of_ceramic;visual-form_and_surface
bowl;requires_a_spoon;encyclopaedic
box;used_for_storage;function
box;is_square;visual-form_and_surface
box;made_of_cardboard;visual-form_and_surface
box;has_sides;visual-form_and_surface
box;used_for_moving_things;function
box;a_container;taxonomic
box;has_4_sides;visual-form_and_surface
box;has_a_lid;visual-form_and_surface
box;is_large;visual-form_and_surface
box;is_rectangular;visual-form_and_surface
box;is_small;visual-form_and_surface
box;made_of_wood;visual-form_and_surface
box;has_6_sides;visual-form_and_surface
box;is_brown;visual-colour
bra;worn_for_support;function
bra;worn_by_women;function
bra;an_undergarment;taxonomic
bra;different_sizes;visual-form_and_surface
bra;has_straps;visual-form_and_surface
bra;is_lacy;visual-form_and_surface
bra;worn_for_supporting_breasts;function
bra;has_hooks;visual-form_and_surface
bra;is_white;visual-colour
bra;different_colours;visual-colour
bra;has_cups;visual-form_and_surface
bra;has_wires;visual-form_and_surface
bra;has_clasps;visual-form_and_surface
bra;has_no_straps;encyclopaedic
bra;is_sexy;encyclopaedic
bra;is_uncomfortable;tactile
bra;clothing;taxonomic
bra;is_black;visual-colour
bra;made_of_cotton;visual-form_and_surface
bra;made_of_material;visual-form_and_surface
bracelet;worn_on_wrists;function
bracelet;made_of_gold;visual-form_and_surface
bracelet;made_of_silver;visual-form_and_surface
bracelet;a_fashion_accessory;taxonomic
bracelet;a_jewelry;taxonomic
bracelet;is_expensive;encyclopaedic
bracelet;used_for_gifts;function
bracelet;is_round;visual-form_and_surface
bracelet;has_a_clasp;visual-form_and_surface
bracelet;made_of_metal;visual-form_and_surface
bracelet;is_thin;visual-form_and_surface
bracelet;worn_on_ankles;function
bracelet;bought/sold_in_stores;encyclopaedic
bracelet;is_not_expensive;encyclopaedic
bread;is_white;visual-colour
bread;is_edible;function
bread;made_of_wheat;encyclopaedic
bread;requires_baking;function
bread;used_in_sandwiches;function
bread;is_brown;visual-colour
bread;made_of_flour;encyclopaedic
bread;a_food;taxonomic
bread;a_loaf;taxonomic
bread;made_with_yeast;encyclopaedic
bread;has_a_crust;visual-form_and_surface
bread;requires_slicing;function
bread;eaten_as_toast;function
bread;eaten_with_butter;encyclopaedic
bread;is_nutritious;encyclopaedic
bread;is_soft;tactile
brick;used_for_building_houses;function
brick;is_heavy;tactile
brick;is_hard;tactile
brick;is_red;visual-colour
brick;is_rectangular;visual-form_and_surface
brick;used_for_building_buildings;function
brick;made_of_cement;visual-form_and_surface
brick;different_colours;visual-colour
brick;is_rough;tactile
bridge;found_over_water;encyclopaedic
bridge;used_for_connecting_land;function
bridge;made_of_metal;visual-form_and_surface
bridge;used_by_cars;function
bridge;made_of_concrete;visual-form_and_surface
bridge;used_by_people;function
bridge;eg_-_a_drawbridge;taxonomic
bridge;is_large;visual-form_and_surface
bridge;made_by_humans;encyclopaedic
bridge;made_of_wood;visual-form_and_surface
bridge;used_by_trains;function
bridge;used_for_crossing;function
bridge;is_long;visual-form_and_surface
bridge;is_small;visual-form_and_surface
broccoli;is_green;visual-colour
broccoli;a_vegetable;taxonomic
broccoli;is_nutritious;encyclopaedic
broccoli;eaten_with_cheese_sauce;encyclopaedic
broccoli;has_flowers;visual-form_and_surface
broccoli;eaten_raw;function
broccoli;has_stalks;visual-form_and_surface
broccoli;tastes_good;taste
broccoli;eaten_by_cooking;function
broccoli;has_leaves;visual-form_and_surface
broccoli;is_edible;function
broccoli;grows_in_gardens;encyclopaedic
broom;has_a_handle;visual-form_and_surface
broom;used_for_cleaning;function
broom;used_for_sweeping;function
broom;has_bristles;visual-form_and_surface
broom;is_long;visual-form_and_surface
broom;made_of_wood;visual-form_and_surface
broom;associated_with_witches;encyclopaedic
broom;used_on_floors;function
broom;found_in_closets;encyclopaedic
broom;made_of_plastic;visual-form_and_surface
broom;made_of_straw;visual-form_and_surface
broom;used_for_removing_dirt;function
broom;used_for_removing_dust;function
brush;has_bristles;visual-form_and_surface
brush;has_a_handle;visual-form_and_surface
brush;used_on_hair;encyclopaedic
brush;made_of_plastic;visual-form_and_surface
brush;used_on_teeth;encyclopaedic
brush;used_for_cleaning;function
brush;made_of_metal;visual-form_and_surface
brush;used_by_people;function
brush;used_for_untangling;function
brush;is_hand_held;function
brush;used_for_combing;function
brush;used_for_painting;function
bucket;has_a_handle;visual-form_and_surface
bucket;made_of_metal;visual-form_and_surface
bucket;made_of_plastic;visual-form_and_surface
bucket;used_for_carrying_things;function
bucket;is_round;visual-form_and_surface
bucket;used_for_holding_things;function
bucket;used_for_water;function
buckle;found_on_belts;encyclopaedic
buckle;made_of_metal;visual-form_and_surface
buckle;found_on_shoes;encyclopaedic
buckle;used_for_holding;function
buckle;used_for_fastening;function
buckle;is_small;visual-form_and_surface
buckle;is_shiny;visual-form_and_surface
buckle;made_of_plastic;visual-form_and_surface
budgie;a_bird;taxonomic
budgie;beh_-_eats;visual-motion
budgie;lives_in_cages;encyclopaedic
budgie;beh_-_eats_seeds;visual-motion
budgie;a_pet;taxonomic
budgie;has_feathers;visual-form_and_surface
budgie;is_colourful;visual-colour
budgie;beh_-_flies;visual-motion
budgie;beh_-_sings;sound
budgie;is_small;visual-form_and_surface
budgie;beh_-_chirps;sound
budgie;beh_-_talks;sound
budgie;has_a_beak;visual-form_and_surface
budgie;is_blue;visual-colour
budgie;different_colours;visual-colour
budgie;is_green;visual-colour
budgie;is_loud;sound
buffalo;an_animal;taxonomic
buffalo;is_large;visual-form_and_surface
buffalo;hunted_by_people;function
buffalo;has_4_legs;visual-form_and_surface
buffalo;is_brown;visual-colour
buffalo;has_hair;visual-form_and_surface
buffalo;is_edible;function
buffalo;a_mammal;taxonomic
buffalo;beh_-_runs;visual-motion
buffalo;beh_-_travels_in_herds;visual-motion
buffalo;is_furry;tactile
buffalo;like_a_cow;encyclopaedic
buffalo;has_horns;visual-form_and_surface
buffalo;is_endangered;encyclopaedic
buffalo;lives_in_Prairies;encyclopaedic
buggy;has_wheels;visual-form_and_surface
buggy;used_for_babies;function
buggy;used_by_pushing;function
buggy;has_4_wheels;visual-form_and_surface
buggy;used_by_pulling_by_horses;function
buggy;used_for_transportation;function
buggy;has_a_handle;visual-form_and_surface
buggy;made_of_metal;visual-form_and_surface
buggy;used_by_people;function
buggy;has_seats;visual-form_and_surface
buggy;used_for_carrying_things;function
buggy;is_old-fashioned;encyclopaedic
building;has_windows;visual-form_and_surface
building;made_of_brick;visual-form_and_surface
building;is_tall;visual-form_and_surface
building;has_doors;visual-form_and_surface
building;is_large;visual-form_and_surface
building;made_of_wood;visual-form_and_surface
building;used_for_residences;function
building;used_for_work;function
building;found_in_cities;encyclopaedic
building;has_rooms;visual-form_and_surface
building;made_of_cement;visual-form_and_surface
building;used_by_people;function
building;has_a_roof;visual-form_and_surface
building;has_walls;visual-form_and_surface
building;made_of_metal;visual-form_and_surface
bull;has_horns;visual-form_and_surface
bull;is_male;encyclopaedic
bull;is_large;visual-form_and_surface
bull;used_for_bullfighting;function
bull;an_animal;taxonomic
bull;a_cow;taxonomic
bull;has_a_ring_in_its_nose;encyclopaedic
bull;is_dangerous;encyclopaedic
bull;a_mammal;taxonomic
bull;beh_-_kills_people;encyclopaedic
bull;beh_-_hates_red;encyclopaedic
bull;lives_in_Spain;encyclopaedic
bullet;used_for_killing;function
bullet;used_in_guns;function
bullet;is_fast;visual-motion
bullet;made_of_metal;visual-form_and_surface
bullet;used_by_firing_from_gun;function
bullet;is_small;visual-form_and_surface
bullet;has_a_pointed_end;visual-form_and_surface
bullet;used_by_hunters;function
bullet;used_by_the_police;function
bullet;a_gun;taxonomic
bullet;made_of_lead;visual-form_and_surface
bullet;requires_gunpowder;encyclopaedic
bullet;used_as_a_projectile;function
bullet;used_for_injuring;function
bungalow;has_levels;visual-form_and_surface
bungalow;a_house;taxonomic
bungalow;has_1_level;visual-form_and_surface
bungalow;is_small;visual-form_and_surface
bungalow;used_for_living_in;function
bungalow;has_a_roof;visual-form_and_surface
bungalow;made_of_brick;visual-form_and_surface
bungalow;has_a_basement;visual-form_and_surface
bungalow;used_for_shelter;function
bureau;has_drawers;visual-form_and_surface
bureau;used_for_storage;function
bureau;used_for_storing_clothing;function
bureau;made_of_wood;visual-form_and_surface
bureau;furniture;taxonomic
bureau;found_in_bedrooms;encyclopaedic
bureau;a_desk;taxonomic
bureau;has_a_mirror_on_top;visual-form_and_surface
bureau;is_heavy;tactile
bureau;a_dresser;taxonomic
bureau;is_large;visual-form_and_surface
bureau;used_for_writing_on;function
bus;used_for_passengers;function
bus;used_for_transportation;function
bus;requires_drivers;encyclopaedic
bus;has_wheels;visual-form_and_surface
bus;has_seats;visual-form_and_surface
bus;a_vehicle;taxonomic
bus;requires_a_fare;encyclopaedic
bus;used_by_schools;function
bus;is_crowded;visual-form_and_surface
bus;has_windows;visual-form_and_surface
bus;is_large;visual-form_and_surface
bus;has_an_engine;visual-form_and_surface
bus;is_loud;sound
bus;is_yellow;visual-colour
bus;used_for_public_transportation;function
bus;has_doors;visual-form_and_surface
bus;has_many_seats;visual-form_and_surface
butterfly;beh_-_flies;visual-motion
butterfly;has_wings;visual-form_and_surface
butterfly;an_insect;taxonomic
butterfly;comes_from_a_caterpillar;encyclopaedic
butterfly;different_colours;visual-colour
butterfly;comes_from_a_cocoon;encyclopaedic
butterfly;has_antennae;visual-form_and_surface
butterfly;is_colourful;visual-colour
butterfly;is_pretty;encyclopaedic
butterfly;is_small;visual-form_and_surface
butterfly;beh_-_pollinates_flowers;visual-motion
butterfly;is_beautiful;encyclopaedic
butterfly;different_types;encyclopaedic
butterfly;eg_-_monarch;taxonomic
butterfly;is_delicate;encyclopaedic
buzzard;a_bird;taxonomic
buzzard;is_ugly;encyclopaedic
buzzard;beh_-_eats;visual-motion
buzzard;has_feathers;visual-form_and_surface
buzzard;beh_-_flies;visual-motion
buzzard;is_black;visual-colour
buzzard;a_scavenger;taxonomic
buzzard;beh_-_eats_dead_flesh;visual-motion
buzzard;has_a_beak;visual-form_and_surface
buzzard;is_large;visual-form_and_surface
buzzard;has_wings;visual-form_and_surface
buzzard;lives_in_deserts;encyclopaedic
buzzard;a_carnivore;taxonomic
buzzard;has_a_neck;visual-form_and_surface
cabbage;a_vegetable;taxonomic
cabbage;is_green;visual-colour
cabbage;has_leaves;visual-form_and_surface
cabbage;eaten_as_coleslaw;function
cabbage;eaten_in_cabbage_rolls;function
cabbage;is_smelly;smell
cabbage;is_round;visual-form_and_surface
cabbage;grows_in_gardens;encyclopaedic
cabbage;is_nutritious;encyclopaedic
cabbage;eaten_in_salads;function
cabbage;eaten_by_cooking;function
cabbage;eaten_in_soups;function
cabbage;grows_in_patches;encyclopaedic
cabbage;grows_on_the_ground;encyclopaedic
cabbage;is_edible;function
cabbage;is_white;visual-colour
cabin;made_of_wood;visual-form_and_surface
cabin;found_in_forests;encyclopaedic
cabin;made_of_logs;visual-form_and_surface
cabin;has_fireplaces;visual-form_and_surface
cabin;used_for_vacations;encyclopaedic
cabin;is_small;visual-form_and_surface
cabin;like_a_house;encyclopaedic
cabin;used_for_relaxing;function
cabin;is_cozy;tactile
cabin;used_for_shelter;function
cabinet;made_of_wood;visual-form_and_surface
cabinet;used_for_storage;function
cabinet;has_doors;visual-form_and_surface
cabinet;found_in_kitchens;encyclopaedic
cabinet;has_shelves;visual-form_and_surface
cabinet;has_handles;visual-form_and_surface
cabinet;found_in_houses;encyclopaedic
cabinet;furniture;taxonomic
cabinet;used_for_storing_dishes;function
cabinet;has_drawers;visual-form_and_surface
cage;made_of_metal;visual-form_and_surface
cage;used_for_holding_animals;function
cage;has_a_door;visual-form_and_surface
cage;has_bars;visual-form_and_surface
cage;has_a_lock;visual-form_and_surface
cage;used_for_trapping;function
cage;used_for_holding_things;function
cage;is_restricting;encyclopaedic
cage;is_small;visual-form_and_surface
cage;made_of_wire;visual-form_and_surface
cage;used_by_zoos;function
cage;used_for_birds;function
cage;used_for_criminals;function
cake;requires_icing;function
cake;eaten_at_birthdays;encyclopaedic
cake;eaten_at_special_occasions;encyclopaedic
cake;eg_-_chocolate_cake;taxonomic
cake;tastes_good;taste
cake;a_dessert;taxonomic
cake;is_edible;function
cake;eaten_by_baking;function
cake;eaten_with_ice_cream;encyclopaedic
cake;eg_-_vanilla_cake;taxonomic
cake;made_in_ovens;encyclopaedic
cake;tastes_sweet;taste
cake;eaten_at_weddings;encyclopaedic
cake;made_with_sugar;encyclopaedic
cake;requires_candles;encyclopaedic
cake;made_with_flour;encyclopaedic
cake;tastes_different_flavours;taste
calf;a_baby_cow;taxonomic
calf;an_animal;taxonomic
calf;lives_on_farms;encyclopaedic
calf;beh_-_suckles_milk;visual-motion
calf;eaten_as_veal;function
calf;has_4_legs;visual-form_and_surface
calf;is_small;visual-form_and_surface
calf;beh_-_moos;sound
calf;has_hooves;visual-form_and_surface
calf;has_4_hoofs;visual-form_and_surface
calf;has_a_tail;visual-form_and_surface
calf;is_edible;function
calf;beh_-_eats_grass;visual-motion
calf;eaten_as_food;function
camel;lives_in_deserts;encyclopaedic
camel;has_a_hump;visual-form_and_surface
camel;an_animal;taxonomic
camel;is_brown;visual-colour
camel;beh_-_drinks_water;visual-motion
camel;used_by_riding;function
camel;beh_-_stores_water;encyclopaedic
camel;has_legs;visual-form_and_surface
camel;associated_with_cigarettes;encyclopaedic
camel;beh_-_spits;visual-motion
camel;is_beige;visual-colour
camel;a_mammal;taxonomic
camel;has_2_humps;visual-form_and_surface
camel;is_large;visual-form_and_surface
camel;used_for_transportation;function
camisole;worn_by_women;function
camisole;made_of_silk;visual-form_and_surface
camisole;is_lacy;visual-form_and_surface
camisole;is_sexy;encyclopaedic
camisole;an_undergarment;taxonomic
camisole;has_straps;visual-form_and_surface
camisole;is_white;visual-colour
camisole;is_soft;tactile
camisole;worn_under_shirts;function
